SOO,"Söderhamn railway station, Söderhamn, Sweden (same code as the old airport which has no scheduled flights anymore)","Gare de Söderhamn, Söderhamn, Suède",Söderhamn railway station,Gare de Söderhamn,Söderhamn,Söderhamn,,Sweden,,https://tools.wmflabs.org/geohack/geohack.php?pagename=Söderhamn_railway_station&params=61_17_58_N_17_2_5_E_type:railwaystation_region:SE,61.299444,17.034722,A
STN,"Stansted Airport railway station, London, United Kingdom (Stansted Express, underneath airport of same code)","Gare ferrovaire de l'aéroport de Stansted, Londres, Angleterre (sous l'aéroport du même nom et même code)",Stansted Airport railway station,Gare ferrovaire de l'aéroport de Stansted,London,Londres,England,United Kingdom,http://en.wikipedia.org/wiki/Stansted_Airport_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Stansted_Airport_railway_station&params=51.889_N_0.261_E_type:railwaystation_region:GB-ENG,51.889,0.261,A
LCY,"London City Airport station (DLR), London, United Kingdom","Gare de l'aéroport de London-city (DLR), Londres, Angleterre",London City Airport station (DLR),Gare de l'aéroport de London-city (DLR),London,Londres,England,United Kingdom,http://fr.wikipedia.org/wiki/London_City_Airport_%28DLR%29,http://tools.wmflabs.org/geohack/geohack.php?language=en&pagename=London_City_Airport_%28DLR%29&params=51.503611_N_0.048889_E_type:railwaystation_region:GB-ENG,51.503611,0.048889,A
SWS,"Swansea railway station, Wales, United Kingdom","Gare de Swansea, Swansea, Pays de Gales, Royaume Uni",Swansea railway station,Gare de Swansea,Swansea,Swansea,Wales,United Kingdom,http://en.wikipedia.org/wiki/Swansea_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Swansea_railway_station&params=51.6253_N_3.9409_W_type:railwaystation_region:GB-WLS,51.6253,-3.9409,A
THN,"Trollhättan railway station, Trollhättan, Sweden (6 kilometres (3.7 mi) from the airport)","Gare centrale de Trollhättan, Trollhättan, Suède (à 6km de l'aéroport)",Trollhättan railway station,Gare de Trollhättan,Trollhättan,Trollhättan,,Sweden ,,https://tools.wmflabs.org/geohack/geohack.php?pagename=Trollhättan_railway_station&params=58_17_15_N_12_17_57_E_type:railwaystation_region:SE,58.2875,12.299167,A
TRD,"Trondheim Airport Station, Stjørdal-Trondheim, Norway (walking distance from the airport)","Gare ferrovaire de l'aéroport de Trondheim Værnes, Trondheim, Norvège",Trondheim Værnes Airport Railway Station,Gare ferrovaire de l'aéroport de Trondheim Værnes,Trondheim,Trondheim,,Norway,http://en.wikipedia.org/wiki/Trondheim_Airport_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Trondheim_Airport_Station&params=63.454384_N_10.913844_E_region:NO_type:railwaystation,63.454384,10.913844,A
TTK,"Tottenham Hale station, London, United Kingdom (no airport)","Gare de Tottenham Hale, Londres, Angleterre",Tottenham Hale station,Gare de Tottenham Hale,London,Londres,England,United Kingdom,http://en.wikipedia.org/wiki/Tottenham_Hale_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Tottenham_Hale_station&params=51.588333_N_-0.059722_E_type:railwaystation_region:GB-ENG,51.588333,-0.059722
VST,"Västerås central railway station, Västerås, Sweden (6 kilometres (3.7 mi) from the airport)","Gare de Västerås-central, Västerås, Suède (à 6km de l'aéroport)",Västerås central railway station,Gare de Västerås-central,Västerås,Västerås,,Sweden,http://en.wikipedia.org/wiki/V%C3%A4ster%C3%A5s_Central_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=V%C3%A4ster%C3%A5s_Central_Station&params=59_36_26_N_16_33_7_E_region:SE_type:railwaystation,59.607222,16.551944,A
VXO,"Växjö railway station, Växjö, Sweden (9 kilometres (5.6 mi) from the airport)","Gare de Växjö, Växjö, Suède (à 9km de l'aéroport)",Växjö Central railway station,Gare de Växjö,Växjö,Växjö,,Sweden,,https://tools.wmflabs.org/geohack/geohack.php?pagename=Växjö Central railway station&params=56_52_36_N_14_48_21_E_type:railwaystation_region:SE,56.8767189,14.805949,A
XAT,"Antibes Railway station, Antibes, France","Gare d'Antibes, Antibes, France",Antibes Railway station,Gare d'Antibes,Antibes,Antibes,Provence-Alpes-Côte d'Azur,France,http://en.wikipedia.org/wiki/Gare_d%27Antibes,http://tools.wmflabs.org/geohack/geohack.php?pagename=Gare_d%27Antibes&params=43_35_9_N_7_7_10_E_type:railwaystation_region:FR-U,43.585833,7.119444
XAX,"Dorval railway station, Montréal, Canada (2 kilometres (1.2 mi) from Montréal–Pierre Elliott Trudeau International Airport (YUL, ICAO: CYUL))","Gare de Dorval, Montréal, Québec, Canada (à 2 km de l'aéroport international Montréal–Pierre Elliott Trudeau)",Dorval railway station,Gare de Dorval,Montréal,Montréal,Kébec,Canada,http://en.wikipedia.org/wiki/Dorval_%28Via%29,http://tools.wmflabs.org/geohack/geohack.php?pagename=Dorval_%28Via%29&params=45.4488_N_73.7414_W_type:railwaystation_region:CA-QC,45.4488,-73.7414
XCG,"Cagnes-sur-Mer Railway station, Cagnes-sur-Mer, Provence-Alpes-Côte d'Azur, France","Gare de Cagnes-sur-Mer, Cagnes-sur-Mer, Provence-Alpes-Côte d'Azur, France",Cagnes-sur-Mer Railway station,Gare de Cagnes-sur-Mer,Cagnes-sur-Mer,Cagnes-sur-Mer,Provence-Alpes-Côte d'Azur,France,http://fr.wikipedia.org/wiki/Gare_de_Cagnes-sur-Mer,http://tools.wmflabs.org/geohack/geohack.php?language=en&pagename=Gare_de_Cagnes-sur-Mer&params=43.657677_N_7.148269_E_region:FR-U_type:railwaystation,43.657677,7.148269
XDB,"Lille-Europe Railway station, Lille, Nord-Pas de Calais, France","Gare de Lille-Europe, Lille, Nord-Pas de Calais, France",Lille-Europe Railway station,Gare de Lille-Europe,Lille,Lille,Nord-Pas de Calais,France,http://fr.wikipedia.org/wiki/Gare_de_Lille-Europe,http://tools.wmflabs.org/geohack/geohack.php?pagename=Gare_de_Lille_Europe&params=50_38_22_N_3_04_31_E_region:FR-O_type:railwaystation,50.639444,3.075278
XDH,"Jasper railway station, Jasper, Alberta, Canada","Gare de Jasper, Jasper, Alberta, Canada",Jasper railway station,Gare de Jasper,Jasper,Jasper,Alberta,Canada,http://en.wikipedia.org/wiki/Jasper_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Jasper_railway_station&params=52_52_34_N_118_04_47_W_region=CA-AB_type:railwaystation,52.876111,-118.079722
XDS,"Ottawa Train Station, Ottawa, Ontario, Canada","Gare d'Ottawa, Ottawa, Ontario, Canada",Ottawa Train Station,Gare d'Ottawa,Ottawa,Ottawa,Ontario,Canada,http://en.wikipedia.org/wiki/Ottawa_Train_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Ottawa_Train_Station&params=45_24_59_N_75_39_06_W_region:CA-ON_type:railwaystation,45.416389,-75.651667
XDV,"Prince George railway station, Prince George, British Columbia, Canada","Gare de Prince-George, Prince George, British Columbia, Canada",Prince George railway station,Gare de Prince-George,Prince George,Prince George,British Columbia,Canada,http://en.wikipedia.org/wiki/Prince_George_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Prince_George_railway_station&params=53.9192_N_-122.7442_E_type:railwaystation_region:CA-BC,53.9192,-122.7442
XDW,"Prince Rupert railway station, Prince Rupert, British Columbia, Canada","Gare de Prince-Rupert, Prince Rupert, British Columbia, Canada",Prince Rupert railway station,Gare de Prince-Rupert,Prince Rupert,Prince Rupert,British Columbia,Canada,http://en.wikipedia.org/wiki/Prince_Rupert_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Prince_Rupert_railway_station&params=54_17_45_N_130_21_07_W_region:CA-BC_type:railwaystation_source:kolossus-fiwiki,54.295833,-130.351944
XDZ,"The Pas railway station, The Pas, Manitoba, Canada","Gare de The-Pas, The Pas, Manitoba, Canada",The Pas railway station,Gare de The-Pas,The Pas,The Pas,Manitoba,Canada,http://en.wikipedia.org/wiki/The_Pas_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=The_Pas_railway_station&params=53_49_26_N_101_14_50_W_type:railwaystation_region:CA-MB,53.823889,-101.247222
XEA,"Pacific Central Station, Vancouver, British Columbia, Canada","Gare Pacific-Central, Vancouver, British Columbia, Canada",Pacific Central Station,Gare Pacific-Central,Vancouver,Vancouver,British Columbia,Canada,http://en.wikipedia.org/wiki/Pacific_Central_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Pacific_Central_Station&params=49_16_25.4_N_123_05_52.5_W_region:CA-BC_type:railwaystation,49.273722,-123.097917
XED,"Marne-la-Vallée – Chessy Railway station, France (for Disneyland Paris)","Gare de Marne-la-Vallée – Chessy, France (for Disneyland Paris)",Marne-la-Vallée – Chessy Railway station,Gare de Marne-la-Vallée – Chessy,Chessy,Chessy,Île de France,France,http://en.wikipedia.org/wiki/Gare_de_Marne-la-Vall%C3%A9e_%E2%80%93_Chessy,http://tools.wmflabs.org/geohack/geohack.php?pagename=Gare_de_Marne-la-Vall%C3%A9e_%E2%80%93_Chessy&params=48_52_11_N_2_46_58_E_type:railwaystation_region:FR-J,48.869722,2.782778
XEF,"Union Station, Winnipeg, Manitoba, Canada","Gare Union, Winnipeg, Manitoba, Canada",Union Station,Gare Union,Winnipeg,Winnipeg,Manitoba,Canada,http://en.wikipedia.org/wiki/Union_Station_%28Winnipeg%29,http://tools.wmflabs.org/geohack/geohack.php?pagename=Union_Station_%28Winnipeg%29&params=49_53_20_N_97_08_03_W_type:railwaystation_scale:10000_region:CA-MB,49.888889,-97.134167
XEV,"Stockholm Central Station, Stockholm, Sweden","Gare centrale de Stockholm, Stockholm, Suède",Stockholm Central Station,Gare centrale de Stockholm,Stockholm,Stockholm,,Sweden,http://en.wikipedia.org/wiki/Stockholm_Central_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Stockholm_Central_Station&params=59.330_N_18.056_E_region:SE_type:railwaystation_source:nlwiki,59.33,18.056
XEW,"Flemingsberg railway station (formerly Stockholm Syd Flemingsberg), Stockholm-Flemingsberg, Sweden","Gare de Flemingsberg, Stockholm-Flemingsberg, Suède",Flemingsberg railway station,Gare de Flemingsberg,Stockholm,Stockholm,,Sweden,http://en.wikipedia.org/wiki/Flemingsberg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Flemingsberg_railway_station&params=59_13_3_N_17_56_47_E_type:railwaystation_region:SE,59.2176096,17.9465562
XFF,"Calais-Fréthun railway station, Calais, France","Gare de Calais-Fréthun, Calais, France",Calais-Fréthun railway station,Gare de Calais-Fréthun,Calais,Calais,Nord Pas de Calais,France,http://fr.wikipedia.org/wiki/Gare_de_Calais_-_Fr%C3%A9thun,http://tools.wmflabs.org/geohack/geohack.php?language=en&pagename=Gare_de_Calais_-_Fr%C3%A9thun&params=50.902585_N_1.811286_E_type:railwaystation_region:FR-O,50.902585,1.811286
XFJ,"Eskilstuna Central station, Eskilstuna, Sweden","Gare centrale d'Eskilstuna, Eskilstuna, Suède",Eskilstuna Central station,Gare centrale d'Eskilstuna,Eskilstuna,Eskilstuna,,Sweden,,https://tools.wmflabs.org/geohack/geohack.php?pagename=Eskilstuna_Central_station&params=59_22_9_N_16_30_22_E_region:SE_type:railwaystation,59.369426,16.506268
XFP,"Malmö Central Station, Malmö, Sweden","Gare centrale de Malmö, Malmö, Suède",Malmö Central Station,Gare centrale de Malmö,Malmö,Malmö,,Sweden,http://en.wikipedia.org/wiki/Malm%C3%B6_Central_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Malm%C3%B6_Central_Station&params=55_36_34_N_13_00_03_E_type:railwaystation_region:SE,55.609444,13.000833
XGB,"Montparnasse Railwail station, Paris, France","Gare Montparnasse, Paris, France",Montparnasse Railwail station,Gare Montparnasse,Paris,Paris,Île de France,France,http://fr.wikipedia.org/wiki/Gare_de_Paris-Montparnasse,http://tools.wmflabs.org/geohack/geohack.php?language=en&pagename=Gare_de_Paris-Montparnasse&params=48.841157_N_2.320474_E_type:railwaystation_region:FR-J,48.841157,2.320474
XGC,"Lund Central Station, Lund, Sweden","Gare centrale de Lund, Lund, Suède",Lund Central Station,Gare centrale de Lund,Lund,Lund,,Sweden,http://en.wikipedia.org/wiki/Lund_Central_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Lund_Central_Station&params=55_42_19_N_13_11_14_E_region:SE_type:railwaystation,55.705278,13.187222
XGH,"Flåm Station, Flåm, Norway","Gare de Flåm, Flåm, Norvège",Flåm Station,Gare de Flåm,Flåm,Flåm,,Norway,http://en.wikipedia.org/wiki/Fl%C3%A5m_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Fl%C3%A5m_Station&params=60_51_47_N_7_06_50_E_type:railwaystation_region:NO,60.863056,7.113889
XGJ,"Cobourg railway station, Canada","Gare de Cobourg, Cobourg, Ontario, Canada",Cobourg railway station,Gare de Cobourg,Cobourg,Cobourg,Ontario,Canada,http://en.wikipedia.org/wiki/Cobourg_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Cobourg_railway_station&params=43_58_05_N_78_10_15_W_type:railwaystation_region:CA-ON,43.968056,-78.170833
XHJ,"Aachen Hauptbahnhof, Aachen, North Rhine-Westphalia, Germany","Gare centrale d'Aachen, Aachen, North Rhine-Westphalia, Allemagne",Aachen Hauptbahnhof,Gare centrale d'Aachen,Aachen,Aachen,North Rhine-Westphalia,Germany,http://en.wikipedia.org/wiki/Aachen_Hauptbahnhof,http://tools.wmflabs.org/geohack/geohack.php?pagename=Aachen_Hauptbahnhof&params=50.767635_N_6.091179_E_type:railwaystation_region:DE-NW,50.767635,6.091179
XHK,"Valence TGV railway station, Valence, Drôme, France","Gare de Valence TGV, Valence, Drôme, France",Valence TGV railway station,Gare de Valence TGV,Valence,Valence,Rhône Alpes,France,http://fr.wikipedia.org/wiki/Gare_de_Valence-Rh%C3%B4ne-Alpes-Sud_TGV,http://tools.wmflabs.org/geohack/geohack.php?language=en&pagename=Gare_de_Valence-Rh%C3%B4ne-Alpes-Sud_TGV&params=44.99174_N_4.978716_E_type:railwaystation,44.99174,4.978716
XIA,"Guelph Central Station, Guelph, Ontario, Canada","Gare centrale de Guelph, Guelph, Ontario, Canada",Guelph Central Station,Gare centrale de Guelph,Guelph,Guelph,Ontario,Canada,http://en.wikipedia.org/wiki/Guelph_Central_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Guelph_Central_Station&params=43_32_39_N_80_14_49_W_region:CA-ON_type:railwaystation,43.544167,-80.246944
XIT,"Leipzig Hauptbahnhof, Leipzig, Saxony, Germany","Gare centrale de Leipzig, Leipzig, Saxe, Allemagne",Leipzig Hauptbahnhof,Gare centrale de Leipzig,Leipzig,Leipzig,Saxony,Germany,http://en.wikipedia.org/wiki/Leipzig_Hauptbahnhof,http://tools.wmflabs.org/geohack/geohack.php?pagename=Leipzig_Hauptbahnhof&params=51_20_43_N_12_22_56_E_region:DE-SN_type:railwaystation,51.345278,12.382222
XIZ,"Champagne-Ardenne TGV Station, Reims-Bezanne, France (5 km from Reims city center)","Gare de Champagne-Ardenne TGV, Reims-Bezanne, France (à 5 km au sud du centre de Reims)",Champagne-Ardenne TGV Station,Gare de Champagne-Ardenne TGV,Reims,Reims,Champagne-Ardenne,France,http://fr.wikipedia.org/wiki/Gare_de_Champagne-Ardenne_TGV,http://tools.wmflabs.org/geohack/geohack.php?language=en&pagename=Gare_de_Champagne-Ardenne_TGV&params=49.215278_N_3.994444_E_type:railwaystation_region:FR-G,49.215278,3.994444
XJY,"Massy TGV Station, Massy, France","Gare de Massy TGV, Massy, France",Massy TGV Station,Gare de Massy TGV,Massy,Massy,Île de France,France,http://fr.wikipedia.org/wiki/Gare_de_Massy_TGV,http://tools.wmflabs.org/geohack/geohack.php?language=en&pagename=Gare_de_Massy_TGV&params=48.72584_N_2.261345_E_type:railwaystation_region:FR-J,48.72584,2.261345
XKL,"KL Sentral railway station, Kuala Lumpur, Malaysia","Gare de KL Sentral, Kuala Lumpur, Malaysia",KL Sentral railway station,Gare de Kuala Lumpur Sentral,Kuala Lumpur,Kuala Lumpur,,Malaysia,http://en.wikipedia.org/wiki/Kuala_Lumpur_Sentral_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Kuala_Lumpur_Sentral_railway_station&params=3.134_N_101.686_E_source:dewiki_type:railwaystation_region:MY,3.134,101.686
XLM,"Saint-Lambert (AMT) railway station, Montreal-Saint-Lambert, Canada","Gare Saint-Lambert, Montreal-Saint-Lambert, Canada",Saint-Lambert (AMT) railway station,Gare Saint-Lambert,Saint-Lambert,Saint-Lambert,Quebec,Canada,http://en.wikipedia.org/wiki/Saint-Lambert_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Saint-Lambert_railway_station&params=45_29_57_N_73_30_26_W_type:railwaystation_region:CA-QC,45.499167,-73.507222
XLV,"Niagara Falls (VIA) railway station, Niagara Falls, Ontario, Canada","Gare de Niagara Falls (VIA), Niagara Falls, Ontario, Canada",Niagara Falls railway station,Gare de Niagara Falls,Niagara Falls,Niagara Falls,Ontario,Canada,"http://en.wikipedia.org/wiki/Niagara_Falls,_Ontario_railway_station",http://tools.wmflabs.org/geohack/geohack.php?pagename=Niagara_Falls%2C_Ontario_railway_station&params=43.1088_N_-79.0634_E_type:railwaystation_region:CA-ON,43.1088,-79.0634
XOP,"Poitiers railway station, Poitiers, France","Gare de Poitiers, Poitiers, France",Poitiers railway station,Gare de Poitiers,Poitiers,Poitiers,Poitou-Charentes,France,http://fr.wikipedia.org/wiki/Gare_de_Poitiers,https://tools.wmflabs.org/geohack/geohack.php?pagename=Gare_de_Poitiers&params=46_34_55_N_0_19_58_E_type:railwaystation_region:FR-T,46.5821,0.333
XPG,"Gare du Nord, Paris, France","Gare du Nord, Paris, France",Gare du Nord,Gare de Paris Nord,Paris,Paris,Île de France,France,http://fr.wikipedia.org/wiki/Gare_de_Paris-Nord,https://tools.wmflabs.org/geohack/geohack.php?pagename=Gare_de_Paris-Nord&params=48_52_53_N_2_21_22_E_type:railwaystation_region:FR-J,48.881642,2.35616
XPH,"Port Hope railway station, Ontario, Canada","Gare de Port Hope, Ontario, Canada",Port Hope railway station,Gare de Port Hope,Port Hope,Port Hope,Ontario,Canada,http://en.wikipedia.org/wiki/Port_Hope_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Port_Hope_railway_station&params=43_56_46_N_78_17_41_W_type:railwaystation_region:CA-ON,43.946111,-78.294722
XPJ,"Montpellier Saint-Roch Railway station, Montpellier, France","Gare de Montpellier Saint-Roch, Montpellier, France",Montpellier Saint-Roch Railway station,Gare de Montpellier Saint-Roch,Montpellier,Montpellier,Languedoc-Roussillon,France,http://fr.wikipedia.org/wiki/Gare_de_Montpellier-Saint-Roch,https://tools.wmflabs.org/geohack/geohack.php?pagename=Gare_de_Montpellier-Saint-Roch&params=43_36_15_N_3_52_50_E_type:railwaystation_region:FR-K,43.604167,3.880556
XQE,"Ebbsfleet International railway station, Ebbsfleet Valley, United Kingdom (Eurostar)","Gare Ebbsfleet-International, Ebbsfleet Valley, United Kingdom (Eurostar)",Ebbsfleet International railway station,Gare Ebbsfleet-International,London,Londres,England,United Kingdom,http://en.wikipedia.org/wiki/Ebbsfleet_International_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Ebbsfleet_International_railway_station&params=51_26_34.94_N_0_19_15.18_E_type:railwaystation_scale:2000_region:GB,51.443039,0.320883
XQT,"Lichfield Trent Valley railway station, Lichfield, Staffordshire, United Kingdom","Gare Lichfield-Trent-Valley, Lichfield, Staffordshire, United Kingdom",Lichfield Trent Valley railway station,Gare Lichfield-Trent-Valley,Lichfield,Lichfield,Staffordshire,United Kingdom,http://en.wikipedia.org/wiki/Lichfield_Trent_Valley_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Lichfield_Trent_Valley_railway_station&params=52.68662_N_-1.80024_E_type:railwaystation_region:GB_scale:10000,52.68662,-1.80024
XRG,"Rugeley Trent Valley railway station, United Kingdom","Gare Rugeley-Trent-Valley, Staffordshire, United Kingdom",Rugeley Trent Valley railway station,Gare Rugeley-Trent-Valley,Rugeley,Rugeley,Staffordshire,United Kingdom,http://en.wikipedia.org/wiki/Rugeley_Trent_Valley_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Rugeley_Trent_Valley_railway_station&params=52.770_N_1.930_W_type:railwaystation_region:GB,52.77,-1.93
XRF,"Marseille Saint-Charles Railway station, Marseille, France","Gare de Marseille Saint-Charles, Marseille, France",Marseille Saint-Charles Railway station,Gare de Marseille Saint-Charles,Marseille,Marseille,Provence-Alpes-Côte d'Azur,France,http://fr.wikipedia.org/wiki/Gare_de_Marseille-Saint-Charles,https://tools.wmflabs.org/geohack/geohack.php?pagename=Gare_de_Marseille-Saint-Charles&params=43_18_12_N_5_22_47_E_region:FR-U_type:railwaystation,43.303476,5.379825
XRK,"Paveletsky Rail Terminal, Moscow, Russia","Gare terminale de Paveletsky, Moscow, Russie",Paveletsky Rail Terminal,Gare terminale de Paveletsky,Moscow,Moscow,,Russia,http://en.wikipedia.org/wiki/Paveletsky_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Paveletsky_railway_station&params=55.7298_N_37.6394_E_region:RU_type:railwaystation,55.7298,37.6394
XSH,"Tours Saint-Pierre-des-Corps railway station, Tours, France","Gare de Tours Saint-Pierre-des-Corps, Tours, France",Tours Saint-Pierre-des-Corps railway station,Gare de Tours Saint-Pierre-des-Corps,Tours,Tours,Centre-Val de loire,France,http://fr.wikipedia.org/wiki/Gare_de_Saint-Pierre-des-Corps,https://tools.wmflabs.org/geohack/geohack.php?pagename=Gare_de_Saint-Pierre-des-Corps&params=47_23_8_N_0_43_25_E_region:FR-F_type:railwaystation,47.385782,0.723795
XUK,"Xuzhou Railway Station, Xuzhou, Jiangsu, China","Gare de Xuzhou, Xuzhou, Jiangsu, Chine",Xuzhou Railway Station,Gare de Xuzhou,Xuzhou,Xuzhou,Jiangsu,China,http://en.wikipedia.org/wiki/Xuzhou_Railway_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Xuzhou_Railway_Station&params=34_16_2_N_117_12_2_E_region:CN-32_type:railwaystation,34.267222,117.200556
XWG,"Strasbourg-ville railway station, Strasbourg, France","Gare de Strasbourg-ville, Strasbourg, France",Strasbourg-ville railway station,Gare de Strasbourg-ville,Strasbourg,Strasbourg,Alsace,France,http://fr.wikipedia.org/wiki/Gare_de_Strasbourg-Ville,https://tools.wmflabs.org/geohack/geohack.php?pagename=Gare_de_Strasbourg-Ville&params=48_35_6_N_7_44_4_E_region:FR-A_type:railwaystation,48.585041,7.734541
XWK,"Karlskrona Central railway station, Karlskrona, Sweden","Gare de Karlskrona-Central, Karlskrona, Suède",Karlskrona Central railway station,Gare Karlskrona-Central,Karlskrona,Karlskrona,,Sweden,http://jernhusen.se/sv/Resenar/Karlskrona-Centralstation/,https://tools.wmflabs.org/geohack/geohack.php?pagename=Karlskrona_Central_railway_station&params=56_9_58_N_15_35_8_E_region:SE_type:railwaystation,56.166111,15.585556
XWL,"Gothenburg Central Station, Sweden","Gare Gothenburg-Central, Gothenburg, Suède",Gothenburg Central Station,Gare Gothenburg-Central,Gothenburg,Gothenburg,,Sweden,http://en.wikipedia.org/wiki/Gothenburg_Central_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Gothenburg_Central_Station&params=57_42_32_N_11_58_24_E_region:SE-AB_type:railwaystation,57.708889,11.973333
XWR,"Örebro Central Station, Örebro, Sweden","Gare d'Örebro, Örebro, Suède",Örebro Central Station,Gare d'Örebro-Central,Örebro,Örebro,,Sweden,http://en.wikipedia.org/wiki/%C3%96rebro_Central_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=%C3%96rebro_Central_Station&params=59_16_43_N_15_12_42_E_region:SE_type:railwaystation,59.278611,15.211667
XXL,"Lillehammer Station, Norway","Gare de Lillehammer, Norvège",Lillehammer Station,Gare de Lillehammer,Lillehammer,Lillehammer,,Norway,http://en.wikipedia.org/wiki/Lillehammer_Station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Lillehammer_Station&params=61_6_51.73_N_10_27_40.69_E_source:nowiki_region:NO_type:railwaystation,61.114369,10.461303
XXZ,"Sundsvall central railway station, Sundsvall, Sweden","Gare centrale de Sundsvall, Sundsvall, Suède",Sundsvall central railway station,Gare centrale de Sundsvall,Sundsvall,Sundsvall,,Sweden,,https://tools.wmflabs.org/geohack/geohack.php?pagename=Sundsvall_central_railway_station&params=62_23_8_N_17_18_44_E_type:railwaystation_region:SE,62.3857485,17.3122297
XYB,"Borlänge railway station, Borlänge, Sweden","Gare de Borlänge, Borlänge, Suède",Borlänge railway station,Gare de Borlänge,Borlänge,Borlänge,,Sweden,http://en.wikipedia.org/wiki/Borl%C3%A4nge,http://tools.wmflabs.org/geohack/geohack.php?pagename=Borl%C3%A4nge_railway_station&params=60_28_45_N_15_25_38_E_type:railwaystation_region:SE,60.479344,15.427401
XYD,"Lyon-Part-Dieu railway station, Lyon, France","Gare de Lyon-Part-Dieu, Lyon, France",Lyon-Part-Dieu railway station,Gare de Lyon-Part-Dieu,Lyon,Lyon,Rhône-Alpes,France,http://fr.wikipedia.org/wiki/Gare_de_Lyon-Part-Dieu,https://tools.wmflabs.org/geohack/geohack.php?pagename=Gare_de_Lyon-Part-Dieu&params=45_45_35_N_4_51_34_E_type:railwaystation_region:FR-V,45.759978,4.859669
XYG,"Praha hlavní nádraží, Prague, Czech Republic (English: Prague main railway station, abbreviated Praha hl.n)","Gare centrale de Prague, Prague, République Tchèque",Prague main railway station,Gare centrale de Prague,Prague,Prague,,Czech Republic,http://fr.wikipedia.org/wiki/Gare_centrale_de_Prague,https://tools.wmflabs.org/geohack/geohack.php?pagename=Prague_main_railway_station&params=50_4_58_N_14_26_5_E_type:railwaystation_region:CZ,50.082839,14.434962
XYH,"Helsingborg central railway station, Helsingborg, Sweden (connected to the ferries to Helsingør, Denmark)","Gare Centrale d'Helsingborg, Helsingborg, Suède (connection aux ferries pour Helsingør-Denmark)",Helsingborg railway station,Gare Centrale d'Helsingborg,Helsingborg,Helsingborg,,Sweden,,https://tools.wmflabs.org/geohack/geohack.php?pagename=Helsingborg_central_railway_station&params=56_2_37_N_12_41_41_E_type:railwaystation_scale:5000_region:SE,56.043757,12.694958
XYJ,"Praha-Holešovice railway station, Prague, Czech Republic","Gare Praha-Holešovice, Prague, République Tchèque",Praha-Holešovice railway station,Gare Praha-Holešovice,Prague,Prague,,Czech Republic,http://en.wikipedia.org/wiki/Praha-Hole%C5%A1ovice_railway_station,http://tools.wmflabs.org/geohack/geohack.php?pagename=Praha-Hole%C5%A1ovice_railway_station&params=50.110278_N_14.439722_E_type:railwaystation_region:CZ,50.110278,14.439722
XYL,"Lyon-Perrache railway station, Lyon, France","Gare de Lyon-Perrache, Lyon, France",Lyon-Perrache railway station,Gare de Lyon-Perrache,Lyon,Lyon,Rhône-Alpes,France,http://fr.wikipedia.org/wiki/Gare_de_Lyon-Perrache,https://tools.wmflabs.org/geohack/geohack.php?pagename=Gare_de_Lyon-Perrache&params=45_44_53_N_4_49_32_E_region:FR-V_type:railwaystation,45.7483,4.825605
XZI,"Lorraine TGV railway station, Metz–Nancy area, France","Gare de Lorraine TGV, Metz–Nancy, France",Lorraine TGV railway station,Gare de Lorraine TGV,Metz–Nancy,Metz–Nancy,Lorraine,France,http://fr.wikipedia.org/wiki/Gare_de_Lorraine_TGV,https://tools.wmflabs.org/geohack/geohack.php?pagename=Gare_de_Lorraine_TGV&params=48_56_50_N_6_10_10_E_region:FR-M_type:railwaystation,48.9475,6.169722
